person,skill,level
Nina Walker 2473,MLOps - Best Practices,Expert
Nina Walker 2473,Azure Advanced,Intermediate
Olivia Singh 2474,Data Visualization,Beginner
Olivia Singh 2474,PowerBI,Beginner
Olivia Singh 2474,BigQuery - Best Practices,Beginner
Olivia Singh 2474,PyTorch (Practical),Beginner
Olivia Singh 2474,React (Intro),Beginner
Olivia Singh 2474,Pandas Advanced,Expert
Mateo Johnson 2475,PowerBI Fundamentals,Advanced
Mateo Johnson 2475,Snowflake Advanced,Beginner
Mateo Johnson 2475,NumPy Fundamentals,Advanced
Mateo Johnson 2475,SQL,Beginner
Dylan Singh 2476,Probability Advanced,Expert
Dylan Singh 2476,Node.js Advanced,Beginner
Dylan Singh 2476,TensorFlow,Expert
Dylan Singh 2476,SQL (Intro),Expert
Dylan Singh 2476,DBT - Best Practices,Advanced
Dylan Singh 2476,NLP,Advanced
Dylan Singh 2476,Pandas,Advanced
Emma Wright 2477,Computer Vision,Advanced
Emma Wright 2477,GANs (Intro),Expert
Emma Wright 2477,GANs - Best Practices,Expert
Alex Wang 2478,Computer Vision - Best Practices,Beginner
Alex Wang 2478,Hadoop (Intro),Beginner
Alex Wang 2478,C++ (Intro),Beginner
Alex Wang 2478,Probability Advanced,Intermediate
Alex Wang 2478,Java (Intro),Advanced
Alex Wang 2478,Linux - Best Practices,Expert
Alex Wang 2478,PyTorch - Best Practices,Expert
Emma Lopez 2479,Statistics,Intermediate
Emma Lopez 2479,CI/CD (Intro),Beginner
Emma Lopez 2479,Airflow (Practical),Beginner
Riley Young 2480,Linux for Healthcare,Expert
Riley Young 2480,Deep Learning for Finance,Expert
Riley Young 2480,Node.js (Intro),Beginner
Riley Young 2480,Probability Fundamentals,Advanced
Riley Young 2480,Hadoop (Intro),Expert
Riley Young 2480,PyTorch (Practical),Expert
Isabella Martinez 2481,Docker - Best Practices,Beginner
Isabella Martinez 2481,REST APIs - Best Practices,Intermediate
Isabella Martinez 2481,Probability Fundamentals,Intermediate
Isabella Martinez 2481,JavaScript (Intro),Advanced
Isabella Martinez 2481,NLP,Intermediate
Isabella Martinez 2481,JavaScript Fundamentals,Advanced
Isabella Martinez 2481,Time Series,Advanced
Emma Anderson 2482,Spark Streaming for Finance,Advanced
Emma Anderson 2482,Hadoop Advanced,Advanced
Emma Anderson 2482,Probability (Practical),Advanced
Quinn Kumar 2483,Statistics (Intro),Advanced
Quinn Kumar 2483,NumPy (Intro),Intermediate
Quinn Kumar 2483,Go for Healthcare,Beginner
Quinn Kumar 2483,Apache Spark (Practical),Expert
Amir King 2484,Redshift Advanced,Advanced
Amir King 2484,PyTorch Advanced,Beginner
Amir King 2484,Deep Learning - Best Practices,Intermediate
Amir King 2484,Go (Practical),Expert
Amir King 2484,Scikit-Learn for Healthcare,Advanced
Amir King 2484,Java for Finance,Beginner
Parker Taylor 2485,Statistics,Expert
Parker Taylor 2485,Spark Streaming for Healthcare,Intermediate
Parker Taylor 2485,CI/CD (Intro),Intermediate
Parker Taylor 2485,Airflow - Best Practices,Intermediate
Emma Wang 2486,Airflow,Advanced
Emma Wang 2486,Probability (Intro),Advanced
Emma Wang 2486,Hadoop Fundamentals,Expert
Emma Wang 2486,PyTorch for Finance,Intermediate
Emma Wang 2486,Go for Finance,Beginner
Emma Wang 2486,Statistics (Practical),Advanced
Wei Taylor 2487,Data Visualization for Finance,Intermediate
Wei Taylor 2487,JavaScript for Healthcare,Expert
Wei Taylor 2487,PyTorch for Healthcare,Intermediate
Wei Taylor 2487,Spark Streaming,Intermediate
Wei Taylor 2487,Kubernetes - Best Practices,Beginner
Li Allen 2488,Spark Streaming Fundamentals,Beginner
Li Allen 2488,Pandas,Expert
Li Allen 2488,Time Series for Healthcare,Expert
Li Allen 2488,SQL for Healthcare,Beginner
Li Allen 2488,Node.js,Intermediate
Li Allen 2488,DBT for Finance,Advanced
Li Allen 2488,Probability for Finance,Intermediate
Sofia Brown 2489,NumPy (Intro),Advanced
Sofia Brown 2489,Tableau for Healthcare,Expert
Sofia Brown 2489,Tableau (Intro),Intermediate
Hana Brown 2490,Kubernetes Fundamentals,Advanced
Hana Brown 2490,Kafka (Practical),Advanced
Hana Brown 2490,NLP (Practical),Beginner
Logan Patel 2491,BigQuery - Best Practices,Intermediate
Logan Patel 2491,AWS,Expert
Logan Patel 2491,DBT for Healthcare,Expert
Morgan Wright 2492,Pandas,Expert
Morgan Wright 2492,NLP (Intro),Expert
Morgan Wright 2492,C++ for Healthcare,Advanced
Morgan Wright 2492,TensorFlow Advanced,Beginner
Charlie Jackson 2493,Kubernetes (Practical),Intermediate
Charlie Jackson 2493,React for Healthcare,Intermediate
Charlie Jackson 2493,Python for Healthcare,Advanced
Charlie Jackson 2493,Go Fundamentals,Expert
Charlie Jackson 2493,CI/CD (Practical),Beginner
Charlie Jackson 2493,Java for Finance,Intermediate
Charlie Jackson 2493,Probability (Practical),Advanced
Fatima Scott 2494,Data Visualization Advanced,Expert
Fatima Scott 2494,BigQuery Fundamentals,Expert
Fatima Scott 2494,Kubernetes (Intro),Beginner
Fatima Scott 2494,Deep Learning (Practical),Expert
Fatima Scott 2494,Statistics for Healthcare,Expert
Fatima Scott 2494,GANs Advanced,Expert
Fatima Scott 2494,Computer Vision for Healthcare,Expert
Morgan Martin 2495,AWS (Practical),Beginner
Morgan Martin 2495,GCP for Healthcare,Advanced
Morgan Martin 2495,REST APIs (Intro),Intermediate
Morgan Martin 2495,Reinforcement Learning for Healthcare,Beginner
Morgan Martin 2495,Python Advanced,Advanced
Morgan Martin 2495,Pandas,Expert
Morgan Martin 2495,GCP,Intermediate
Alex Taylor 2496,Pandas for Finance,Advanced
Alex Taylor 2496,PowerBI for Finance,Advanced
Alex Taylor 2496,Data Visualization (Practical),Expert
Alex Taylor 2496,Redshift for Finance,Intermediate
Alex Taylor 2496,Kubernetes - Best Practices,Intermediate
Avery Johnson 2497,Java for Healthcare,Beginner
Avery Johnson 2497,PyTorch,Beginner
Avery Johnson 2497,Tableau (Practical),Intermediate
Avery Johnson 2497,Probability (Intro),Beginner
Avery Johnson 2497,Azure Fundamentals,Intermediate
Rowan Martinez 2498,Airflow Fundamentals,Beginner
Rowan Martinez 2498,Statistics for Finance,Expert
Rowan Martinez 2498,Apache Spark (Intro),Advanced
Rowan Martinez 2498,NLP (Intro),Beginner
Rowan Martinez 2498,Tableau for Healthcare,Beginner
Rowan Martinez 2498,Microservices Advanced,Advanced
Rowan Martinez 2498,Pandas,Advanced
Cameron Martinez 2499,CI/CD Advanced,Intermediate
Cameron Martinez 2499,Redshift for Healthcare,Expert
Cameron Martinez 2499,AWS - Best Practices,Beginner
Cameron Martinez 2499,BigQuery Fundamentals,Intermediate
Cameron Martinez 2499,Hadoop - Best Practices,Expert
Cameron Martinez 2499,Java,Beginner
Cameron Martinez 2499,C++ - Best Practices,Expert
Wei Smith 2500,Scikit-Learn Advanced,Expert
Wei Smith 2500,Cloud Computing (Intro),Beginner
Wei Smith 2500,Microservices for Finance,Intermediate
Wei Smith 2500,TensorFlow for Healthcare,Intermediate
Wei Smith 2500,TensorFlow (Intro),Beginner
Charlie Brown 2501,Kubernetes,Intermediate
Charlie Brown 2501,Python for Finance,Expert
Charlie Brown 2501,REST APIs,Beginner
Charlie Brown 2501,Scala for Healthcare,Expert
Charlie Brown 2501,Docker - Best Practices,Intermediate
Charlie Brown 2501,BigQuery (Practical),Intermediate
Drew Allen 2502,CI/CD - Best Practices,Advanced
Drew Allen 2502,Deep Learning - Best Practices,Beginner
Drew Allen 2502,Data Visualization for Healthcare,Intermediate
Drew Allen 2502,ETL for Finance,Expert
Drew Allen 2502,Docker (Intro),Intermediate
Alex Garcia 2503,Scala (Practical),Expert
Alex Garcia 2503,Deep Learning Advanced,Expert
Alex Garcia 2503,Azure,Beginner
Alex Garcia 2503,NLP for Healthcare,Advanced
Alex Garcia 2503,GANs for Finance,Intermediate
Alex Garcia 2503,Computer Vision for Finance,Beginner
Alex Garcia 2503,Statistics,Intermediate
Hana Brown 2504,ETL - Best Practices,Expert
Hana Brown 2504,Scala for Healthcare,Intermediate
Hana Brown 2504,REST APIs for Finance,Intermediate
Hana Brown 2504,SQL - Best Practices,Intermediate
Hana Brown 2504,Kafka,Expert
Drew Taylor 2505,Scala for Healthcare,Advanced
Drew Taylor 2505,SQL - Best Practices,Advanced
Drew Taylor 2505,Machine Learning - Best Practices,Beginner
Rowan Allen 2506,Tableau (Intro),Beginner
Rowan Allen 2506,PyTorch for Finance,Beginner
Rowan Allen 2506,Tableau Fundamentals,Expert
Isabella Lopez 2507,Go (Intro),Beginner
Isabella Lopez 2507,Data Visualization for Healthcare,Beginner
Isabella Lopez 2507,Spark Streaming Advanced,Intermediate
Isabella Lopez 2507,Go - Best Practices,Beginner
Isabella Lopez 2507,GANs (Practical),Advanced
Isabella Lopez 2507,Hadoop for Finance,Expert
Emma Martinez 2508,Time Series,Advanced
Emma Martinez 2508,Microservices Fundamentals,Beginner
Emma Martinez 2508,Python Advanced,Beginner
Li Singh 2509,Kafka - Best Practices,Beginner
Li Singh 2509,Spark Streaming for Finance,Intermediate
Li Singh 2509,Data Visualization Fundamentals,Intermediate
Sam Martinez 2510,Azure Fundamentals,Expert
Sam Martinez 2510,AWS Fundamentals,Beginner
Sam Martinez 2510,Pandas Advanced,Advanced
Sam Martinez 2510,Linux for Healthcare,Advanced
Sam Martinez 2510,Azure (Practical),Intermediate
Wei Patel 2511,Snowflake - Best Practices,Expert
Wei Patel 2511,Azure for Finance,Expert
Wei Patel 2511,Go for Healthcare,Beginner
Parker Young 2512,REST APIs (Intro),Beginner
Parker Young 2512,NumPy for Finance,Expert
Parker Young 2512,AWS,Expert
Parker Young 2512,C++ Advanced,Expert
Parker Young 2512,PowerBI Advanced,Intermediate
Parker Young 2512,Docker - Best Practices,Expert
Parker Young 2512,GCP (Intro),Beginner
Mateo Walker 2513,Probability,Advanced
Mateo Walker 2513,Snowflake Fundamentals,Advanced
Mateo Walker 2513,CI/CD (Practical),Intermediate
Mateo Walker 2513,BigQuery (Intro),Expert
Mateo Walker 2513,Microservices Advanced,Advanced
Mateo Walker 2513,Redshift (Intro),Expert
Mateo Walker 2513,TensorFlow - Best Practices,Expert
Cameron Lee 2514,Redshift for Healthcare,Intermediate
Cameron Lee 2514,Statistics Advanced,Beginner
Cameron Lee 2514,JavaScript,Advanced
Cameron Lee 2514,AWS - Best Practices,Beginner
Cameron Lee 2514,Airflow Advanced,Expert
Cameron Lee 2514,Scikit-Learn (Intro),Advanced
Cameron Lee 2514,Microservices - Best Practices,Intermediate
Nina Green 2515,Microservices Fundamentals,Beginner
Nina Green 2515,Scala Advanced,Beginner
Nina Green 2515,Airflow (Intro),Intermediate
Noah Lee 2516,Apache Spark for Healthcare,Advanced
Noah Lee 2516,Computer Vision Fundamentals,Advanced
Noah Lee 2516,Scala for Healthcare,Beginner
Noah Lee 2516,NumPy Fundamentals,Intermediate
Noah Lee 2516,MLOps for Healthcare,Advanced
Noah Lee 2516,GCP Fundamentals,Expert
Morgan Singh 2517,Deep Learning for Finance,Expert
Morgan Singh 2517,REST APIs (Intro),Intermediate
Morgan Singh 2517,AWS,Beginner
Cameron Smith 2518,Kafka (Intro),Beginner
Cameron Smith 2518,Kafka for Healthcare,Beginner
Cameron Smith 2518,Spark Streaming - Best Practices,Beginner
Cameron Smith 2518,AWS for Healthcare,Beginner
Cameron Smith 2518,Airflow (Practical),Advanced
Cameron Smith 2518,Microservices for Healthcare,Advanced
Parker Allen 2519,Machine Learning - Best Practices,Intermediate
Parker Allen 2519,ETL - Best Practices,Beginner
Parker Allen 2519,TensorFlow for Finance,Expert
Parker Allen 2519,Kubernetes - Best Practices,Intermediate
Parker Allen 2519,Airflow (Practical),Beginner
Parker Allen 2519,Probability (Practical),Beginner
Parker Allen 2519,Apache Spark (Practical),Expert
Li Patel 2520,Kubernetes for Finance,Beginner
Li Patel 2520,Go,Advanced
Li Patel 2520,PyTorch Advanced,Beginner
Li Patel 2520,Time Series Advanced,Intermediate
Priya Moore 2521,Probability (Practical),Intermediate
Priya Moore 2521,Tableau - Best Practices,Expert
Priya Moore 2521,Linux Fundamentals,Beginner
Priya Moore 2521,Machine Learning for Finance,Advanced
Priya Moore 2521,BigQuery,Advanced
Priya Moore 2521,MLOps Fundamentals,Intermediate
Sam Smith 2522,TensorFlow Fundamentals,Advanced
Sam Smith 2522,AWS (Intro),Intermediate
Sam Smith 2522,BigQuery for Finance,Advanced
Sam Smith 2522,Java (Intro),Intermediate
Sam Smith 2522,Deep Learning Fundamentals,Advanced
Sam Smith 2522,Tableau for Finance,Intermediate
Morgan Lopez 2523,Airflow for Healthcare,Expert
Morgan Lopez 2523,Deep Learning for Finance,Expert
Morgan Lopez 2523,Node.js for Healthcare,Intermediate
Morgan Lopez 2523,Linux Fundamentals,Intermediate
Morgan Allen 2524,ETL (Practical),Beginner
Morgan Allen 2524,Microservices Fundamentals,Intermediate
Morgan Allen 2524,NLP (Intro),Advanced
Morgan Allen 2524,Time Series Advanced,Beginner
Morgan Allen 2524,Go Fundamentals,Intermediate
Morgan Allen 2524,Redshift (Intro),Advanced
Noah Walker 2525,TensorFlow for Finance,Expert
Noah Walker 2525,Reinforcement Learning for Healthcare,Expert
Noah Walker 2525,DBT (Practical),Beginner
Noah Walker 2525,Go Advanced,Beginner
Noah Walker 2525,PyTorch for Finance,Expert
Noah Walker 2525,Reinforcement Learning Advanced,Intermediate
Noah Walker 2525,Azure for Healthcare,Advanced
Drew Anderson 2526,Node.js,Intermediate
Drew Anderson 2526,Statistics,Beginner
Drew Anderson 2526,C++ Fundamentals,Advanced
Drew Anderson 2526,PowerBI Fundamentals,Advanced
Drew Anderson 2526,React Advanced,Beginner
Drew Anderson 2526,CI/CD Fundamentals,Intermediate
Zoe Nguyen 2527,SQL Fundamentals,Intermediate
Zoe Nguyen 2527,Spark Streaming,Expert
Zoe Nguyen 2527,GANs (Practical),Beginner
Zoe Nguyen 2527,GANs for Finance,Expert
Zoe Nguyen 2527,Kafka Advanced,Advanced
Zoe Nguyen 2527,Machine Learning Fundamentals,Intermediate
Noah Scott 2528,PowerBI Fundamentals,Advanced
Noah Scott 2528,NumPy - Best Practices,Beginner
Noah Scott 2528,Snowflake - Best Practices,Beginner
Amir Nguyen 2529,Kafka for Finance,Expert
Amir Nguyen 2529,Spark Streaming (Practical),Beginner
Amir Nguyen 2529,Tableau (Intro),Intermediate
Amir Nguyen 2529,Computer Vision - Best Practices,Beginner
Amir Nguyen 2529,Go (Intro),Beginner
Amir Nguyen 2529,PowerBI (Practical),Intermediate
Cameron Scott 2530,Docker (Intro),Advanced
Cameron Scott 2530,PyTorch for Finance,Expert
Cameron Scott 2530,JavaScript (Intro),Intermediate
Cameron Scott 2530,ETL - Best Practices,Intermediate
Priya Thomas 2531,Python for Finance,Intermediate
Priya Thomas 2531,Scikit-Learn (Practical),Expert
Priya Thomas 2531,Linux (Practical),Beginner
Priya Thomas 2531,Cloud Computing Advanced,Intermediate
Priya Thomas 2531,React for Finance,Intermediate
Priya Thomas 2531,TensorFlow for Healthcare,Advanced
Priya Thomas 2531,REST APIs for Finance,Beginner
Wei Johnson 2532,Kubernetes - Best Practices,Beginner
Wei Johnson 2532,NumPy (Practical),Intermediate
Wei Johnson 2532,Deep Learning (Practical),Expert
Wei Johnson 2532,Hadoop Advanced,Advanced
Wei Johnson 2532,CI/CD (Practical),Intermediate
Wei Johnson 2532,Data Visualization (Practical),Beginner
Wei Johnson 2532,Kafka Fundamentals,Advanced
Reese Kumar 2533,Go Advanced,Beginner
Reese Kumar 2533,Apache Spark,Advanced
Reese Kumar 2533,Cloud Computing,Intermediate
Sofia Young 2534,Azure (Practical),Expert
Sofia Young 2534,PyTorch for Finance,Beginner
Sofia Young 2534,Time Series,Advanced
Mateo Thomas 2535,PowerBI Advanced,Beginner
Mateo Thomas 2535,Go (Practical),Advanced
Mateo Thomas 2535,Docker Fundamentals,Advanced
Mateo Thomas 2535,BigQuery for Finance,Expert
Mateo Thomas 2535,Java (Practical),Expert
Mateo Thomas 2535,Statistics - Best Practices,Beginner
Mateo Thomas 2535,Hadoop,Advanced
Drew Wright 2536,JavaScript (Practical),Beginner
Drew Wright 2536,Time Series,Intermediate
Drew Wright 2536,Apache Spark (Intro),Expert
Drew Wright 2536,TensorFlow (Practical),Beginner
Drew Wright 2536,Kubernetes (Intro),Advanced
Drew Wright 2536,BigQuery Fundamentals,Advanced
Drew Wright 2536,Azure (Practical),Expert
Sofia Hall 2537,Redshift for Finance,Intermediate
Sofia Hall 2537,GCP (Practical),Advanced
Sofia Hall 2537,Microservices for Healthcare,Advanced
Sofia Hall 2537,GANs Fundamentals,Expert
Sofia Hall 2537,PowerBI (Intro),Intermediate
Emma Thomas 2538,Scala Fundamentals,Beginner
Emma Thomas 2538,MLOps Advanced,Beginner
Emma Thomas 2538,SQL Fundamentals,Expert
Emma Thomas 2538,Tableau for Finance,Beginner
Emma Thomas 2538,Linux for Finance,Advanced
Emma Thomas 2538,Machine Learning (Practical),Advanced
Emma Thomas 2538,Snowflake for Finance,Beginner
Jordan Taylor 2539,Kubernetes,Advanced
Jordan Taylor 2539,PowerBI (Intro),Expert
Jordan Taylor 2539,Spark Streaming,Expert
Jordan Taylor 2539,DBT for Healthcare,Intermediate
Jordan Taylor 2539,Go (Intro),Expert
Jordan Taylor 2539,Probability,Intermediate
Jordan Taylor 2539,Cloud Computing for Finance,Advanced
Lucas Lee 2540,SQL for Finance,Advanced
Lucas Lee 2540,Scala Advanced,Expert
Lucas Lee 2540,PowerBI for Healthcare,Intermediate
Lucas Lee 2540,CI/CD for Healthcare,Expert
Lucas Lee 2540,SQL - Best Practices,Intermediate
Lucas King 2541,GCP Fundamentals,Beginner
Lucas King 2541,Data Visualization for Healthcare,Beginner
Lucas King 2541,Deep Learning (Practical),Intermediate
Lucas King 2541,GCP for Finance,Intermediate
Lucas King 2541,Hadoop Advanced,Beginner
Jordan Singh 2542,Time Series for Finance,Expert
Jordan Singh 2542,Data Visualization - Best Practices,Intermediate
Jordan Singh 2542,SQL for Healthcare,Expert
Jordan Singh 2542,DBT Fundamentals,Expert
Jordan Singh 2542,C++,Beginner
Jordan Singh 2542,Cloud Computing Fundamentals,Intermediate
Jordan Singh 2542,Go (Intro),Advanced
Olivia Brown 2543,NLP for Healthcare,Advanced
Olivia Brown 2543,Reinforcement Learning Fundamentals,Intermediate
Olivia Brown 2543,Go - Best Practices,Advanced
Olivia Brown 2543,REST APIs (Intro),Beginner
Olivia Brown 2543,Scikit-Learn Fundamentals,Beginner
Olivia Brown 2543,Microservices for Finance,Intermediate
Olivia Brown 2543,Hadoop for Finance,Intermediate
Mia Young 2544,Docker (Intro),Beginner
Mia Young 2544,TensorFlow for Finance,Beginner
Mia Young 2544,Kubernetes for Healthcare,Beginner
Amir Jackson 2545,React (Practical),Expert
Amir Jackson 2545,PyTorch (Practical),Advanced
Amir Jackson 2545,AWS for Finance,Expert
Amir Jackson 2545,Kafka (Intro),Expert
Quinn Martin 2546,BigQuery (Practical),Beginner
Quinn Martin 2546,Java (Practical),Advanced
Quinn Martin 2546,NLP (Practical),Intermediate
Quinn Martin 2546,Apache Spark (Intro),Beginner
Quinn Martin 2546,Python - Best Practices,Intermediate
Quinn Martin 2546,Python,Intermediate
Drew Hall 2547,Node.js for Finance,Intermediate
Drew Hall 2547,Docker (Practical),Expert
Drew Hall 2547,BigQuery Advanced,Beginner
Dylan Young 2548,REST APIs (Intro),Intermediate
Dylan Young 2548,TensorFlow for Healthcare,Expert
Dylan Young 2548,Linux for Healthcare,Advanced
Dylan Young 2548,Reinforcement Learning Fundamentals,Advanced
Dylan Young 2548,NLP for Healthcare,Advanced
Hana Nguyen 2549,Hadoop Fundamentals,Beginner
Hana Nguyen 2549,Airflow for Finance,Beginner
Hana Nguyen 2549,PowerBI - Best Practices,Beginner
Hana Nguyen 2549,Computer Vision Advanced,Expert
Hana Nguyen 2549,JavaScript (Intro),Expert
Hana Nguyen 2549,Machine Learning for Finance,Beginner
Jamie Anderson 2550,GCP,Intermediate
Jamie Anderson 2550,GANs (Intro),Intermediate
Jamie Anderson 2550,C++ (Intro),Expert
Jamie Anderson 2550,Reinforcement Learning,Beginner
Jamie Anderson 2550,NLP Advanced,Advanced
Jamie Anderson 2550,Time Series for Healthcare,Beginner
Jamie Anderson 2550,Java for Finance,Expert
Evan King 2551,Pandas,Advanced
Evan King 2551,Redshift for Finance,Advanced
Evan King 2551,TensorFlow Advanced,Expert
Luca Nguyen 2552,Computer Vision - Best Practices,Intermediate
Luca Nguyen 2552,NLP for Healthcare,Intermediate
Luca Nguyen 2552,NumPy - Best Practices,Advanced
Luca Nguyen 2552,JavaScript - Best Practices,Beginner
Luca Nguyen 2552,Redshift,Beginner
Dylan Green 2553,Reinforcement Learning for Healthcare,Expert
Dylan Green 2553,Redshift for Finance,Beginner
Dylan Green 2553,SQL Fundamentals,Advanced
Dylan Green 2553,ETL Advanced,Expert
Dylan Green 2553,Airflow for Finance,Intermediate
Sofia Lopez 2554,React for Finance,Expert
Sofia Lopez 2554,Azure (Practical),Intermediate
Sofia Lopez 2554,AWS Advanced,Beginner
Sofia Lopez 2554,Reinforcement Learning Fundamentals,Intermediate
Sofia Lopez 2554,Hadoop,Expert
Quinn Green 2555,Java for Finance,Intermediate
Quinn Green 2555,Probability (Practical),Beginner
Quinn Green 2555,Python,Advanced
Quinn Green 2555,JavaScript for Finance,Intermediate
Quinn Green 2555,Apache Spark Fundamentals,Beginner
Luca Nguyen 2556,Node.js (Intro),Expert
Luca Nguyen 2556,NLP for Healthcare,Expert
Luca Nguyen 2556,Airflow Advanced,Advanced
Emma Scott 2557,PowerBI Fundamentals,Beginner
Emma Scott 2557,Probability (Practical),Intermediate
Emma Scott 2557,Pandas (Practical),Intermediate
Emma Scott 2557,Scala for Healthcare,Beginner
Emma Scott 2557,ETL for Healthcare,Intermediate
Emma Scott 2557,Kafka Advanced,Intermediate
Emma Scott 2557,TensorFlow Advanced,Expert
Riley Anderson 2558,C++ (Intro),Beginner
Riley Anderson 2558,CI/CD,Intermediate
Riley Anderson 2558,PyTorch for Healthcare,Beginner
Riley Anderson 2558,Python,Beginner
Riley Anderson 2558,REST APIs - Best Practices,Intermediate
Cameron Scott 2559,Python for Finance,Advanced
Cameron Scott 2559,PyTorch for Finance,Advanced
Cameron Scott 2559,GCP,Advanced
Lucas Scott 2560,Snowflake for Finance,Beginner
Lucas Scott 2560,ETL for Finance,Intermediate
Lucas Scott 2560,Airflow Fundamentals,Beginner
Lucas Scott 2560,PyTorch Fundamentals,Expert
Lucas Scott 2560,BigQuery Advanced,Beginner
Lucas Scott 2560,PyTorch Advanced,Expert
Dylan Hall 2561,Deep Learning Advanced,Beginner
Dylan Hall 2561,DBT for Finance,Beginner
Dylan Hall 2561,Reinforcement Learning (Intro),Expert
Dylan Hall 2561,Probability (Practical),Expert
Dylan Hall 2561,AWS Advanced,Beginner
Dylan Hall 2561,Statistics for Healthcare,Expert
Dylan Hall 2561,React for Healthcare,Expert
Logan Martinez 2562,Cloud Computing Fundamentals,Beginner
Logan Martinez 2562,PyTorch (Intro),Intermediate
Logan Martinez 2562,Deep Learning for Finance,Expert
Logan Martinez 2562,Python (Intro),Beginner
Logan Martinez 2562,Node.js (Intro),Expert
Logan Martinez 2562,Airflow Advanced,Expert
Logan Martinez 2562,Snowflake (Intro),Intermediate
Isabella Lopez 2563,Probability for Finance,Expert
Isabella Lopez 2563,ETL for Finance,Beginner
Isabella Lopez 2563,Cloud Computing (Intro),Beginner
Isabella Lopez 2563,REST APIs (Practical),Advanced
Riley Patel 2564,C++ Fundamentals,Expert
Riley Patel 2564,Go (Practical),Expert
Riley Patel 2564,Docker for Healthcare,Intermediate
Riley Patel 2564,Kafka,Beginner
Wei Young 2565,Spark Streaming (Intro),Expert
Wei Young 2565,Machine Learning (Intro),Expert
Wei Young 2565,NumPy,Expert
Wei Young 2565,TensorFlow for Finance,Beginner
Wei Young 2565,Go Advanced,Advanced
Wei Young 2565,React for Healthcare,Advanced
Wei Young 2565,CI/CD Advanced,Beginner
Quinn Kumar 2566,Linux,Expert
Quinn Kumar 2566,PyTorch for Healthcare,Beginner
Quinn Kumar 2566,Docker (Practical),Beginner
Logan Wang 2567,NLP Advanced,Intermediate
Logan Wang 2567,Kubernetes for Finance,Advanced
Logan Wang 2567,TensorFlow Advanced,Intermediate
Logan Wang 2567,GANs (Intro),Expert
Logan Wang 2567,Go Advanced,Expert
Charlie Taylor 2568,Kafka for Healthcare,Beginner
Charlie Taylor 2568,Hadoop for Finance,Beginner
Charlie Taylor 2568,ETL for Healthcare,Expert
Charlie Taylor 2568,C++ Advanced,Intermediate
Charlie Taylor 2568,AWS,Beginner
Charlie Taylor 2568,GCP Advanced,Expert
Charlie Taylor 2568,Airflow for Finance,Beginner
Nina Jackson 2569,PyTorch Advanced,Expert
Nina Jackson 2569,Statistics (Intro),Advanced
Nina Jackson 2569,GCP for Healthcare,Beginner
Nina Jackson 2569,Scikit-Learn - Best Practices,Advanced
Nina Jackson 2569,Scala (Intro),Expert
Nina Green 2570,Computer Vision for Finance,Advanced
Nina Green 2570,Python Advanced,Beginner
Nina Green 2570,REST APIs,Beginner
Alex Garcia 2571,Snowflake for Finance,Advanced
Alex Garcia 2571,Data Visualization for Finance,Expert
Alex Garcia 2571,Redshift - Best Practices,Expert
Alex Garcia 2571,SQL - Best Practices,Beginner
Riley Lopez 2572,ETL for Finance,Expert
Riley Lopez 2572,Java Fundamentals,Advanced
Riley Lopez 2572,Kubernetes (Intro),Beginner
Mason Martin 2573,MLOps for Healthcare,Advanced
Mason Martin 2573,Apache Spark,Intermediate
Mason Martin 2573,DBT,Intermediate
Mason Martin 2573,BigQuery Fundamentals,Beginner
Mason Martin 2573,Cloud Computing Fundamentals,Beginner
Mason Martin 2573,Docker (Practical),Intermediate
Mason Martin 2573,Go (Intro),Beginner
Amir Walker 2574,Scikit-Learn Fundamentals,Intermediate
Amir Walker 2574,Kubernetes for Healthcare,Advanced
Amir Walker 2574,Hadoop for Finance,Advanced
Amir Walker 2574,NumPy Fundamentals,Beginner
Casey Young 2575,Deep Learning (Practical),Intermediate
Casey Young 2575,Time Series (Intro),Advanced
Casey Young 2575,Spark Streaming Fundamentals,Advanced
Casey Young 2575,Node.js (Practical),Expert
Mateo Anderson 2576,Tableau,Intermediate
Mateo Anderson 2576,Data Visualization (Practical),Beginner
Mateo Anderson 2576,Python Advanced,Expert
Mateo Anderson 2576,Redshift - Best Practices,Advanced
Taylor Nguyen 2577,React (Intro),Expert
Taylor Nguyen 2577,SQL - Best Practices,Beginner
Taylor Nguyen 2577,Reinforcement Learning for Finance,Expert
Taylor Nguyen 2577,JavaScript for Healthcare,Expert
Taylor Nguyen 2577,Docker,Beginner
Taylor Nguyen 2577,Kubernetes for Finance,Expert
Mia King 2578,Go Fundamentals,Intermediate
Mia King 2578,Time Series,Advanced
Mia King 2578,Computer Vision,Expert
Mia King 2578,CI/CD (Intro),Intermediate
Mia King 2578,Linux for Finance,Advanced
Mia King 2578,MLOps for Finance,Advanced
Dylan Kumar 2579,Go (Practical),Advanced
Dylan Kumar 2579,MLOps Fundamentals,Expert
Dylan Kumar 2579,Airflow (Intro),Beginner
Dylan Kumar 2579,Docker (Intro),Beginner
Dylan Kumar 2579,C++ (Practical),Advanced
Anu Scott 2580,React (Intro),Intermediate
Anu Scott 2580,Linux for Finance,Expert
Anu Scott 2580,Linux,Beginner
Anu Scott 2580,CI/CD,Expert
Anu Scott 2580,NumPy for Finance,Intermediate
Anu Scott 2580,Kubernetes Fundamentals,Beginner
Anu Scott 2580,Reinforcement Learning - Best Practices,Beginner
